respondent_id,xyz_vaccine,seasonal_vaccine
27050,0.5376222,0.028447155
27051,0.30064103,0.092119515
27052,0.5167124,0.22604646
27053,0.9323803,0.9024786
27054,0.08155908,0.016325947
27055,0.9175931,0.039213646
27056,0.08341743,0.032865103
27057,0.024446458,0.012817273
27058,0.9418683,0.83590096
27059,0.0409937,0.016706685
27060,0.2664933,0.006581167
27061,0.6354564,0.12699607
27062,0.79718167,0.042811736
27063,0.7496169,0.08257819
27064,0.81062114,0.18563198
27065,0.42920804,0.115315236
27066,0.6421646,0.06609228
27067,0.79143536,0.5047911
27068,0.9376654,0.85108066
27069,0.90133905,0.65767175
27070,0.028292233,0.012611432
27071,0.21044622,0.071017906
27072,0.94338787,0.0314451
27073,0.8255784,0.06223245
27074,0.33769056,0.06270244
27075,0.86614233,0.6922878
27076,0.47587618,0.2731392
27077,0.19192098,0.030104382
27078,0.89568174,0.18186708
27079,0.89486355,0.23054318
27080,0.3581666,0.18531108
27081,0.8182869,0.027628796
27082,0.43347833,0.22843572
27083,0.4871063,0.12613338
27084,0.80331373,0.7386993
27085,0.11717879,0.053146027
27086,0.1757705,0.06579066
27087,0.3026768,0.16805016
27088,0.5967825,0.16707733
27089,0.39056277,0.2045292
27090,0.48314214,0.20526516
27091,0.49251541,0.6709621
27092,0.22796454,0.08532455
27093,0.28761455,0.2276509
27094,0.38655037,0.002646921
27095,0.3323755,0.037841137
27096,0.42473248,0.1495095
27097,0.800888,0.6426072
27098,0.841708,0.5357115
27099,0.39201033,0.18864493
27100,0.4591159,0.113797225
27101,0.6034449,0.1428272
27102,0.89403224,0.0411165
27103,0.12575987,0.007270824
27104,0.3326484,0.17444515
27105,0.2308459,0.038588557
27106,0.87149954,0.70224935
27107,0.83311427,0.4509079
27108,0.40999573,0.26955408
27109,0.055067003,0.044021845
27110,0.14837433,0.06112368
27111,0.5324441,0.14316526
27112,0.73308843,0.33629394
27113,0.18945111,0.11848867
27114,0.36163026,0.10837639
27115,0.79123247,0.48409697
27116,0.9499273,0.09004984
27117,0.05712177,0.026139848
27118,0.45794952,0.12605634
27119,0.12158929,0.021019336
27120,0.87576556,0.27342716
27121,0.8678566,0.01987091
27122,0.30236956,0.089285314
27123,0.20953366,0.0928292
27124,0.1820474,0.08796064
27125,0.036823332,0.012356533
27126,0.20001347,0.24547905
27127,0.024592604,0.011281249
27128,0.47710645,0.21877016
27129,0.6171448,0.4996626
27130,0.3705545,0.13057265
27131,0.07282506,0.047018573
27132,0.854285,0.5312102
27133,0.511888,0.16153945
27134,0.94640356,0.6896955
27135,0.3491174,0.13751975
27136,0.22995207,0.03070166
27137,0.15244053,0.06706819
27138,0.59939265,0.28289217
27139,0.5834347,0.03238161
27140,0.9871608,0.9432629
27141,0.8479177,0.66559803
27142,0.23001717,0.073321976
27143,0.7494563,0.31917515
27144,0.035494003,0.020227198
27145,0.77896035,0.54405475
27146,0.870346,0.041476216
27147,0.3416782,0.058160856
27148,0.15554184,0.096513376
27149,0.28621775,0.32119614
27150,0.94362146,0.38062796
27151,0.7247466,0.13486625
27152,0.25455487,0.032054994
27153,0.58929074,0.1753416
27154,0.8518466,0.66941595
27155,0.6452714,0.24719082
27156,0.18917467,0.009155081
27157,0.69759333,0.037524022
27158,0.23406047,0.108345844
27159,0.341129,0.036677644
27160,0.6485285,0.43463144
27161,0.71996063,0.27495673
27162,0.84586096,0.0637234
27163,0.7587789,0.57959837
27164,0.85399413,0.21041536
27165,0.8564908,0.6107995
27166,2.0337742e-05,1.6336367e-05
27167,0.75615335,0.03556307
27168,0.8409083,0.2035266
27169,0.8470275,0.7244712
27170,0.73268235,0.29262683
27171,0.35672066,0.055467457
27172,0.84246284,0.048815902
27173,0.5194576,0.28195608
27174,0.43023503,0.32000715
27175,0.061654173,0.033843238
27176,0.8587711,0.64225984
27177,0.9033725,0.7457814
27178,0.22422999,0.09605367
27179,0.420452,0.121877044
27180,0.38204026,0.27829385
27181,0.9768073,0.012034539
27182,0.90082824,0.6271908
27183,0.40047887,0.02696444
27184,0.4262496,0.07749028
27185,0.85238177,0.5947646
27186,0.73142743,0.111402735
27187,0.13657904,0.07664525
27188,0.49925044,0.06367228
27189,0.5422263,0.056093715
27190,0.88551116,0.753475
27191,0.8687588,0.03698302
27192,0.88358533,0.6225363
27193,0.057122417,0.019452546
27194,0.5397881,0.14270319
27195,0.18812503,0.044819135
27196,0.24101195,0.30272138
27197,0.9146866,0.06558011
27198,0.9345239,0.7809077
27199,0.16254058,0.058592904
27200,0.90235776,0.39684406
27201,0.9063478,0.59288085
27202,0.09874696,0.006259803
27203,0.07795718,0.017482711
27204,0.027197367,0.010482313
27205,0.08119139,0.024735427
27206,0.08174197,0.020354183
27207,0.62205833,0.073410414
27208,0.27341977,0.5606549
27209,0.41164148,0.18026222
27210,0.51649463,0.30142236
27211,0.74826837,0.07577064
27212,0.94862974,0.6029439
27213,0.6538342,0.39722988
27214,0.17158625,0.029362764
27215,0.5161196,0.18094143
27216,0.81570345,0.1445705
27217,0.14756589,0.012714408
27218,0.891621,0.5769176
27219,0.7817426,0.5012449
27220,0.8079497,0.40415677
27221,0.3963905,0.07224711
27222,0.87418425,0.33915627
27223,0.9089745,0.04702443
27224,0.82474446,0.28097332
27225,0.49799642,0.30742544
27226,0.26040658,0.022025514
27227,0.2525879,0.11633367
27228,0.89644367,0.4352632
27229,0.8546633,0.58636093
27230,0.8863171,0.12344451
27231,0.79196835,0.19440067
27232,0.8481567,0.1159755
27233,0.75083536,0.33308557
27234,0.22315817,0.109369434
27235,0.9360313,0.80572677
27236,0.9060406,0.038479324
27237,0.79143536,0.5047911
27238,0.6636237,0.38511854
27239,0.36605406,0.48211527
27240,0.45697594,0.08958697
27241,0.27560824,0.099433795
27242,0.8948335,0.15706737
27243,0.12506571,0.007227093
27244,0.11661022,0.030578906
27245,0.6445286,0.08352652
27246,0.81248534,0.393773
27247,0.8841194,0.055818092
27248,0.74141425,0.17715764
27249,0.43552053,0.16831586
27250,0.26687688,0.0742602
27251,0.5477871,0.10698922
27252,0.385953,0.1426577
27253,0.7926034,0.06437261
27254,0.949159,0.7871532
27255,0.33946857,0.14340961
27256,0.93673825,0.58651865
27257,0.48056924,0.3205506
27258,0.41703156,0.3804915
27259,0.92479163,0.784164
27260,0.53765464,0.21052091
27261,0.40774116,0.06631254
27262,0.27866232,0.10104791
27263,0.13195778,0.16076805
27264,0.09055979,0.08022802
27265,0.23788194,0.020421661
27266,0.21170926,0.08105646
27267,0.6793028,0.2139804
27268,0.003624219,0.000272795
27269,0.7643335,0.6693196
27270,0.09028269,0.02136171
27271,0.17167315,0.041381683
27272,0.6911555,0.03154905
27273,0.1724967,0.026169
27274,0.67444646,0.24466129
27275,0.5285215,0.32546607
27276,0.4827011,0.07446562
27277,0.9538654,0.010738298
27278,0.3832893,0.17223538
27279,0.1184472,0.047801428
27280,0.6908664,0.37556922
27281,0.6310526,0.07172852
27282,0.8213187,0.054013394
27283,0.4363695,0.02405544
27284,0.77289397,0.055897187
27285,0.094256066,0.01994997
27286,0.20986843,0.14300354
27287,0.69976044,0.32279542
27288,0.5759311,0.31029317
27289,0.7437398,0.5935011
27290,0.22912097,0.06396821
27291,0.86918426,0.61933213
27292,0.7388933,0.032911662
27293,0.87411803,0.07014936
27294,0.18594413,0.07158505
27295,0.7941506,0.1370297
27296,0.8004652,0.05233876
27297,0.89053994,0.041607738
27298,0.6687834,0.110230744
27299,0.45218933,0.08879658
27300,0.82039666,0.04436797
27301,0.15741912,0.02649952
27302,0.62254226,0.13068517
27303,0.04050054,0.0012842
27304,0.6329637,0.08287482
27305,0.007311694,0.005408378
27306,0.28892633,0.17589743
27307,0.9619225,0.8839947
27308,0.4106267,0.2547473
27309,0.89515144,0.42175597
27310,0.14809553,0.085764885
27311,0.3395595,0.20632622
27312,0.46626788,0.06894733
27313,0.23859337,0.12790287
27314,0.100499146,0.032452315
27315,0.46914268,0.098756984
27316,0.5687009,0.40675837
27317,0.061015774,0.011482705
27318,0.18788745,0.1573795
27319,0.9256196,0.52473056
27320,0.8982905,0.6518253
27321,0.79352885,0.021952007
27322,0.28983238,0.25071484
27323,0.879886,0.08452602
27324,0.8491237,0.5808084
27325,0.9324002,0.8339621
27326,0.6022917,0.17634341
27327,0.4507166,0.17765069
27328,0.80429345,0.35962752
27329,0.30455422,0.080368444
27330,0.637286,0.03836231
27331,0.29103518,0.1208907
27332,0.8598766,0.23090062
27333,0.82748353,0.72221696
27334,0.02741786,0.016351024
27335,0.19439933,0.16887447
27336,0.3327433,0.07378429
27337,0.9818256,0.45471403
27338,0.45499313,0.31592262
27339,0.60132444,0.5397699
27340,0.07343325,0.011908742
27341,0.36341503,0.113132104
27342,0.48788977,0.042567994
27343,0.2417171,0.115222
27344,0.28217927,0.12119196
27345,0.29666665,0.10833416
27346,0.8138439,0.55443466
27347,0.8577019,0.6188816
27348,0.2482136,0.089375205
27349,0.37697023,0.046359915
27350,0.87415916,0.06159011
27351,0.75487685,0.73104596
27352,0.5423521,0.101802625
27353,0.4979029,0.006402307
27354,0.31000665,0.07505152
27355,0.04068311,0.045120824
27356,0.6881912,0.100089006
27357,0.08672433,0.018879736
27358,0.6205864,0.2630173
27359,0.40139952,0.1657757
27360,0.74529576,0.08418836
27361,0.89935255,0.0348052
27362,0.62254834,0.25873363
27363,0.30980587,0.116075836
27364,0.20477949,0.05746542
27365,0.37924325,0.13770196
27366,0.801715,0.7335303
27367,0.6014369,0.24834654
27368,0.61086255,0.03724584
27369,0.19428506,0.09319438
27370,0.81501985,0.030546155
27371,0.56297076,0.3723017
27372,0.11909377,0.030950064
27373,0.81463456,0.7216593
27374,0.4327624,0.026190212
27375,0.81718534,0.062073797
27376,0.41771004,0.5091331
27377,0.6552296,0.14374606
27378,0.23656665,0.10913557
27379,0.3151878,0.09330255
27380,0.89064527,0.07219521
27381,0.85940146,0.07082492
27382,0.26702505,0.45232582
27383,0.32392693,0.0822565
27384,0.50677764,0.043583732
27385,0.82455945,0.089208215
27386,0.68786085,0.195513
27387,0.82615393,0.5378636
27388,0.21355578,0.1318759
27389,0.15688387,0.07250479
27390,0.1863373,0.05735424
27391,0.76771283,0.107277885
27392,0.85620475,0.6788904
27393,0.03791399,0.007517576
27394,0.21644972,0.00891314
27395,0.8576014,0.7741976
27396,0.0806242,0.04405637
27397,0.96054924,0.86359656
27398,0.79141307,0.45710698
27399,0.8347638,0.1743788
27400,0.6870477,0.023882443
27401,0.53949165,0.30658674
27402,0.7079452,0.33681804
27403,0.19362572,0.037114576
27404,0.3041055,0.4019296
27405,0.98845357,0.9491819
27406,0.11569416,0.035367113
27407,0.017521003,0.05653577
27408,0.32218477,0.0613264
27409,0.94261,0.5835842
27410,0.3270162,0.11791877
27411,0.304037,0.17974174
27412,0.9125705,0.07677924
27413,0.93293846,0.15910672
27414,0.621222,0.4533956
27415,0.2276877,0.027974412
27416,0.29782566,0.10647079
27417,0.21059696,0.13243823
27418,0.43996486,0.40685552
27419,0.90308726,0.725011
27420,0.14165016,0.08394234
27421,0.17777877,0.053985603
27422,0.7708749,0.31791478
27423,0.1823515,0.011519705
27424,0.6386157,0.1618505
27425,0.54666233,0.24299476
27426,0.3765692,0.088584185
27427,0.45806646,0.14443235
27428,0.1918328,0.054553006
27429,0.3324737,0.35628697
27430,0.68700385,0.10461694
27431,0.72662497,0.23636392
27432,0.6919087,0.37102288
27433,0.52840084,0.07164805
27434,0.34929097,0.09742508
27435,0.5275488,0.24499196
27436,0.11624064,0.011363687
27437,0.16632742,0.063266896
27438,0.23242614,0.078078456
27439,0.52837175,0.41724762
27440,0.44409472,0.1683985
27441,0.89567906,0.69825345
27442,0.98492503,0.25106004
27443,0.06173452,0.005923978
27444,0.1507706,0.05996859
27445,0.06352037,0.03396034
27446,0.13792337,0.28525883
27447,0.20586453,0.020640751
27448,0.7049395,0.31107134
27449,0.93047166,0.046245757
27450,0.8557533,0.07757384
27451,0.11693404,0.016667483
27452,0.3542113,0.015944136
27453,0.8135082,0.013496663
27454,0.7030054,0.13723199
27455,0.12733456,0.18452927
27456,0.5094322,0.29387662
27457,0.18642388,0.0515907
27458,0.26189005,0.059246916
27459,0.12110477,0.047340788
27460,0.8872093,0.69830763
27461,0.19495437,0.11582516
27462,0.23630723,0.03675027
27463,0.3757462,0.082547195
27464,0.7817203,0.37468982
27465,0.9691147,0.7264806
27466,0.057302434,0.014682916
27467,0.3527389,0.080945045
27468,0.42808884,0.02402531
27469,0.7327088,0.022547534
27470,0.9795331,0.9710815
27471,0.79232347,0.054065898
27472,0.6381925,0.29301983
27473,0.14031304,0.08506301
27474,0.27274176,0.15714508
27475,0.21049757,0.08768842
27476,0.89863765,0.17085023
27477,0.29353154,0.14577419
27478,0.6882577,0.024120495
27479,0.1639794,0.10093858
27480,0.72947836,0.39388853
27481,0.90117234,0.7584124
27482,0.330177,0.29193112
27483,0.705535,0.55586445
27484,0.9157346,0.52066493
27485,0.6498438,0.012869428
27486,0.5572073,0.0932286
27487,0.8263117,0.055467937
27488,0.93401676,0.86037636
27489,0.8673585,0.8681029
27490,0.12252331,0.02254433
27491,0.87703073,0.62803984
27492,0.71001405,0.050776962
27493,0.9119011,0.042559348
27494,0.84762466,0.46739155
27495,0.4896032,0.100982554
27496,0.12876739,0.031553615
27497,0.0890736,0.04512494
27498,0.78721344,0.05553896
27499,0.7725826,0.20660774
27500,0.9698113,0.27567044
27501,0.35136518,0.03419424
27502,0.79554003,0.095263526
27503,0.21465507,0.057841145
27504,0.06438373,0.021570044
27505,0.13460706,0.036007576
27506,0.9308318,0.4403413
27507,0.29945007,0.08362887
27508,0.5296657,0.20464182
27509,0.88047194,0.15959993
27510,0.6619072,0.6745863
27511,0.80072033,0.5021835
27512,0.57849616,0.13090812
27513,0.61405385,0.059141207
27514,0.75544834,0.40912658
27515,0.6870483,0.5970397
27516,0.64090407,0.33210286
27517,0.17220211,0.076105185
27518,0.7758275,0.5734633
27519,0.13685732,0.043168377
27520,0.12687206,0.028663263
27521,0.7471539,0.10058168
27522,0.17110337,0.046006314
27523,0.33013642,0.024228169
27524,0.17719287,0.05739645
27525,0.39581653,0.1191179
27526,0.6936976,0.6471877
27527,0.9621008,0.09156248
27528,0.8386959,0.31171083
27529,0.8461646,0.043988965
27530,0.03190091,0.014952549
27531,0.30106518,0.11938795
27532,0.81718534,0.062073797
27533,0.59441394,0.29372284
27534,0.18224324,0.053192645
27535,0.86397094,0.050055113
27536,0.35438287,0.09160826
27537,0.8970499,0.74691385
27538,0.6603299,0.44288138
27539,0.6545793,0.37561446
27540,0.07478629,0.5988586
27541,0.8624836,0.57317555
27542,0.2490324,0.061673313
27543,0.8089967,0.5846453
27544,0.41424802,0.19000237
27545,0.21866862,0.123320736
27546,0.7956634,0.8072355
27547,0.07286529,0.014765909
27548,0.9246611,0.01983364
27549,0.8749071,0.03511949
27550,0.4122091,0.7016126
27551,0.43762445,0.4067219
27552,0.91484743,0.03125058
27553,0.2902753,0.09521755
27554,0.5433129,0.2534472
27555,0.26979533,0.10848253
27556,0.58713746,0.09050051
27557,0.84126145,0.19959043
27558,0.27439365,0.069439374
27559,0.8544493,0.10705002
27560,0.8910176,0.302104
27561,0.61247474,0.35030726
27562,0.8047721,0.32567996
27563,0.7647119,0.2956513
27564,0.5127716,0.24350455
27565,0.23338722,0.10876299
27566,0.095993064,0.12760638
27567,0.88025945,0.18117614
27568,0.9160984,0.47991502
27569,0.11584189,0.028263278
27570,0.90499246,0.5606317
27571,0.07798747,0.029899318
27572,0.002480381,0.000245828
27573,0.66516006,0.064671576
27574,0.8519079,0.6854377
27575,0.6316584,0.048637424
27576,0.11247135,0.032137215
27577,0.87540615,0.17354548
27578,0.54908705,0.15653044
27579,0.42772463,0.07705448
27580,0.4435517,0.043196026
27581,0.099738084,0.115337655
27582,0.3087171,0.07653261
27583,0.38403085,0.19110711
27584,0.77400106,0.68474114
27585,0.6711484,0.20668243
27586,0.8389952,0.7034701
27587,0.80282784,0.04212726
27588,0.49255374,0.17400283
27589,0.5080031,0.032975107
27590,0.58971524,0.43813676
27591,0.92968035,0.26634842
27592,0.008220159,0.004814818
27593,0.13870427,0.057800934
27594,0.34677842,0.1878188
27595,0.24174531,0.05324364
27596,0.33581543,0.16199517
27597,0.10232453,0.032146312
27598,0.066673435,0.027091343
27599,0.8728739,0.3542009
27600,0.3499967,0.029011663
27601,0.722087,0.013147477
27602,0.92010486,0.76659167
27603,0.070546634,0.045929298
27604,0.034209818,0.007902408
27605,0.8805139,0.72565234
27606,0.3602881,0.1463866
27607,0.6046124,0.3938829
27608,0.7125261,0.21552627
27609,0.7961774,0.5136544
27610,0.6738201,0.35457024
27611,0.16972831,0.39504215
27612,0.29209045,0.020208845
27613,0.8578252,0.48739496
27614,0.6972766,0.19626759
27615,0.91540253,0.043413255
27616,0.008193566,3.9158505e-05
27617,0.46050495,0.33940578
27618,0.62572384,0.23290811
27619,0.5265928,0.44574615
27620,0.65821016,0.49466267
27621,0.28654957,0.091712736
27622,0.8973672,0.5440138
27623,0.8931314,0.17569678
27624,0.904317,0.049806766
27625,0.22736105,0.037597243
27626,0.13456224,0.00940599
27627,0.8549144,0.7161951
27628,0.6425407,0.060757782
27629,0.11429249,0.03748654
27630,0.962959,0.09404494
27631,0.4339402,0.13980335
27632,0.3690574,0.017108716
27633,0.6890234,0.36135358
27634,0.42217663,0.1668636
27635,0.19198367,0.03591621
27636,0.81320506,0.30875084
27637,0.16287081,0.0650692
